partner_id,partner_name,gender,age,age_group,city_tier,partner_type,trips_weekly,hours_online_per_week,avg_rating,on_time_pct,cancel_rate,safety_incidents,weekly_earnings,earnings_volatility,cashless_share,earnings_growth_4w,trips_growth_4w,loyalty_years,nova_score
14,Michele Williams,F,24,18-25,B,driver,50,66.82270254482412,4.8173603249530395,0.8894384161600777,0.08303037610921377,0,496.90821223601216,0.10275214435709512,0.6849932779153918,-0.11267764926212424,0.030827568461333305,2.7,576
15,Dylan Miller,M,23,18-25,B,driver,58,42.629529352160205,4.926947598573638,0.9359874783737439,0.08217086502239371,0,484.3249377769405,0.19815177978444676,0.5973154267233287,0.28074640161842224,-0.12136810561911862,3.5,592
16,Brian Ramirez,M,42,36-45,C,driver,40,54.28708063974234,4.669225203245567,0.8472763735446986,0.07857682257571798,0,307.4377077603098,0.21311245587739847,0.6875164755991965,-0.1316013775621786,0.11237314746597062,3.7,527
17,Holly Wood,M,24,18-25,A,merchant,68,36.49725168975778,4.622518492824992,0.9313360716412982,0.12202035503793326,0,600.074911935314,0.21908044544426108,0.7656280443584838,0.07121050711442457,0.18574973452674037,6.0,656
18,Derek Zuniga,M,23,18-25,C,merchant,62,51.63922442545639,4.740170698625603,0.953778163285974,0.11608390907427349,0,291.95295170836107,0.24622218760944725,0.4589187143755474,-0.014759770691116406,-0.00457726997245235,4.1,511
19,Lisa Jackson,F,34,26-35,A,driver,66,17.550366749600343,4.46339419675889,0.9945868885115983,0.046470175208022386,0,644.3776123441331,0.1213938120366093,0.9339786434434223,0.1508061320729422,0.12399615639069878,1.5,643
20,Carla Gray,M,21,18-25,A,driver,77,37.89556608999046,5.0,0.945718792451797,0.10978229003359083,0,606.1445782339591,0.0673240253863036,0.6525929089133369,0.1345946676171983,0.019271767196514647,4.5,619
21,Margaret Hawkins DDS,F,19,18-25,B,driver,51,41.015889166077116,4.767347506972074,0.9667560225259639,0.12736604346370542,0,511.6567031873173,0.13323461135704345,0.5225558180291529,-0.04788134180296996,-0.01818423369029265,0.2,588
22,Patty Perez,M,28,26-35,A,merchant,68,46.626087683051864,4.883215943155051,0.9026051979846953,0.06228292877872982,0,347.16294126141133,0.22654730101374634,0.6966045401573215,-0.02901268641358455,-0.000542721087398685,2.2,579
23,Ethan Adams,F,32,26-35,B,driver,65,52.72024676601108,4.682773720740569,0.9077854862960387,0.06886209368556474,0,407.31263514181654,0.1062482655624551,0.5950192696651972,-0.10501513955158841,0.036855398675620016,2.4,561
24,Tommy Walter,F,31,26-35,A,merchant,74,31.058570783696847,4.524137044521257,0.995,0.06147835340620202,0,539.809873593357,0.025293196281098496,0.7438462696663231,0.06948012209938108,-0.027704502075294637,4.3,620
25,Matthew Foster,F,47,46-60,A,driver,75,48.59968188920204,4.969872224602131,0.8604207787518092,0.04315001835527909,0,642.2626501816003,0.19154155582907442,0.6060568411909475,0.12108772807530618,0.07849458459114737,6.5,645
26,Judy Baker,M,19,18-25,B,driver,54,54.266669766367414,4.578984957808506,0.8962429848877204,0.05662996961231588,0,398.66107036606564,0.13463328140590963,0.7827159965978088,0.005833589850976553,-0.011542396781888925,3.4,588
27,Justin Baker,M,60,46-60,A,driver,66,65.45911582754258,4.804725814535386,0.9800223153362984,0.10657967717189787,0,781.7803191155595,0.041832848732534206,0.9733471084288983,0.025519578365404087,-0.05585811130968621,2.3,660
28,Stephanie Ross,M,56,46-60,B,merchant,61,49.06627983837534,4.816862721697918,0.9100444142623746,0.08262128429451045,0,471.81842678849296,0.18595610673252716,0.7348210894979086,0.2407846714005895,0.02840668815323249,1.6,620
29,Zachary Hicks,M,43,36-45,B,merchant,48,37.40494018518778,4.756292695551832,0.8985198984064373,0.05937431358814396,0,379.24038207789135,0.1490981831058983,0.5178000188096157,0.1436237640159641,-0.02551482839390795,4.7,573
30,Anthony Rodriguez,M,27,26-35,A,driver,64,29.28235342891739,4.63391236457267,0.9091333941716744,0.04022011782933647,0,544.9177609713279,0.3140786177178718,0.6521492454396909,0.18477647252390123,0.0038148128419268,2.6,615
31,Rebecca Henderson,F,26,26-35,B,driver,64,60.2920229786523,4.729155164446065,0.9282575887423623,0.045256688041595744,0,419.9694658937734,0.18710749392791262,0.750979213370534,-0.17420446647815008,0.025655258820055836,2.0,574
32,James Ferrell,F,28,26-35,A,driver,64,49.373419355929414,4.609092376093643,0.976704192095962,0.06308434333895252,0,460.13097369910713,0.22688676919176246,0.5046264852246631,0.10471920406249446,-0.07717654492201251,4.9,613
33,Tricia Valencia,M,44,36-45,A,merchant,68,41.78024368419761,4.874576653883841,0.9710115759161607,0.09339509661921777,0,655.5332683259744,0.17862161679746422,0.6074105020306986,0.07513724373008948,0.14670922388058558,5.3,689
34,Nathan Maldonado,M,22,18-25,A,driver,59,25.801817057781818,4.835332039124732,0.919972862074948,0.044697564917288116,0,593.4254519648106,0.13219759601820613,0.5493494639235132,-0.07519853254848417,0.09501153699247342,1.1,615
35,Debra Davidson,M,57,46-60,C,merchant,56,32.688160491019474,4.745189635035316,0.9722194283745399,0.0990510770440976,0,477.07227639738426,0.14099091616987597,0.6761600963501513,-0.05438978550374658,-0.020404364152311963,0.2,574
36,Jeffrey Chavez,M,30,26-35,B,driver,62,48.313202887739365,4.665547279245746,0.9382896481664869,0.07490870244963892,0,604.9240126146178,0.26647669773678306,1.0,0.028156419557138032,0.028469831175202746,2.8,612
37,Sherri Baker,M,40,36-45,B,driver,58,45.538330241259004,5.0,0.9617560083910416,0.07528525827595926,1,528.9671190639533,0.23982311600941691,0.5434617017175303,-0.0841995532252021,0.08086311432099097,0.7,596
38,Cassandra Gaines,M,32,26-35,C,driver,41,22.53668441033546,4.547090402077,0.8571815262953502,0.11027388444437762,0,309.4703990417998,0.06090968427373819,0.7742861591001609,-0.029870023637499188,0.046697061830638695,0.4,514
39,Elizabeth Fowler,M,25,18-25,A,driver,62,48.32612556501829,4.5191080354708735,0.995,0.09430076153819368,0,616.6347046366021,0.08011150483186838,0.7010573084952383,0.0038406948263065913,0.18038813879960375,0.9,632
40,Brittany Farmer,M,30,26-35,C,merchant,52,26.315635517800402,4.734499102905797,0.9262106527072714,0.031864463222853245,0,328.63740851617933,0.08455392859632987,0.47517580290654565,0.10735192460390841,0.01090695100852011,5.1,546
41,Paula Moreno,M,31,26-35,B,merchant,63,55.540090686022594,4.712492901014364,0.7843845326341093,0.035979590625746904,0,457.96671200414005,0.26480797954184043,0.938978036891488,-0.020680598557179714,0.12511835152934425,4.3,565
42,Fred Smith,F,35,26-35,C,merchant,48,44.08555914904957,4.909837368213157,0.995,0.06911450503973816,0,411.713960252318,0.04149008315056468,0.9623782091237221,0.005276260339754833,-0.07677099407904642,7.9,534
43,Sherry Decker,F,29,26-35,C,driver,57,37.365785512507,4.845717468242001,0.9184527465605331,0.08217918469093556,0,422.8896824186762,0.24291903273426907,0.7176607531209986,0.15243353009241473,-0.06446397916700931,1.7,588
44,Anthony Humphrey,M,24,18-25,C,merchant,58,51.90154339110673,4.753628838047306,0.8990253019424304,0.11193726965669978,0,285.349432189027,0.21186858956833887,0.710751489388106,-0.12642589329784076,0.16475776365125547,5.7,567
45,Angelica Tucker,F,31,26-35,A,driver,66,45.53499288445785,4.82745066742292,0.8933158467406401,0.06895202577587213,0,482.9536135614063,0.19174504693876088,0.7887178833232917,0.07272864005545125,-0.004556479037237847,4.0,610
46,Philip Cannon,F,34,26-35,B,driver,43,55.249276085050184,4.8155248622374485,0.9317750934267185,0.12961088896174522,0,452.6867645108901,0.1421604695830599,0.6992454998190433,0.08894037132661065,-0.06339580965736843,1.9,573
47,John Pierce,M,53,46-60,C,driver,32,42.80475613389567,5.0,0.8587805540531356,0.06279973458342254,0,328.4916296128887,0.27508935560444775,0.7076110217746856,0.09168287158822187,0.02618204377935548,2.7,518
48,Shane Henderson,M,23,18-25,B,driver,59,43.38819366405714,4.787604508574315,0.8905546768664634,0.05437264037161686,0,585.5319171119611,0.18907745039672422,0.814656578480102,-0.00013547655984010032,0.1311181392671663,1.9,589
49,Joshua Blair,M,29,26-35,A,driver,68,39.14749567402091,4.651038430098075,0.8971560948094156,0.05682952486419118,0,679.8862901479242,0.06446329513090039,1.0,-0.05648629339842688,-0.031081975206408964,3.5,649
50,Eric Carney,M,32,26-35,C,driver,44,44.62967142767163,4.773375164974231,0.8957876478148882,0.05348317423100936,1,311.56719146165767,0.0830941942699816,0.5868173391409444,0.20195147828760274,0.026663562561138946,5.0,578
51,Jessica Holmes,M,29,26-35,A,driver,76,58.979508797892535,4.363598088009464,0.9038395875134071,0.09678213445844122,0,592.2791535018009,0.048419378192561174,0.7978341171559475,-0.03564954287863287,-0.11835913532269651,2.3,611
52,Danny Morgan,M,32,26-35,B,driver,71,36.97235829938956,4.749502868786946,0.9692407065827432,0.0,0,650.730986182632,0.27602673596239835,0.7076166981743681,-0.06170296108229059,-0.007507161243571772,4.7,655
53,Crystal Robinson,F,33,26-35,B,driver,63,48.47955149330636,4.915147370665898,0.9353531152398851,0.05339293205849126,0,487.19147805661134,0.29394040461056625,0.8633686806830416,0.05202012321309084,0.10977595754521892,5.5,617
54,Mark Perez,M,52,46-60,A,driver,59,33.19556416992049,4.839927617830563,0.9390518369172142,0.10494621840595492,1,515.2067445978239,0.26690212107567196,1.0,-0.023912239204001498,-0.03274738577432797,6.0,593
55,Shannon Jones,F,30,26-35,B,merchant,63,21.33267882321551,4.795983406546851,0.9523301106758645,0.059130445567924114,0,571.7187816238185,0.1685493419160783,0.8681990230408269,0.15508039117638955,-0.07175244465200503,0.7,636
56,Michael Lewis,F,39,36-45,A,driver,59,44.074587403701095,4.846985873335574,0.9147452864917149,0.10268659410937506,0,526.4928471513867,0.06588970221652603,0.8917541474782447,0.023482516178691994,-0.03208906977984574,2.9,626
57,Timothy Duncan,M,23,18-25,B,driver,45,45.70405423469423,4.909488481731657,0.8599845335438089,0.14343052434988438,0,567.023965568561,0.09567909499781801,0.8471024169523633,0.16804735401659668,-0.018774491986541915,4.4,600
58,Richard Aguirre,M,31,26-35,C,merchant,64,40.89948730557516,4.965385011094728,0.995,0.07041153941107273,0,400.24654508578385,0.10089014386047465,0.8374391772942096,0.09487746691580533,0.0911771083829606,0.8,591
59,Brent Jordan,M,31,26-35,A,merchant,70,27.040150292277637,4.821118385043419,0.9723767327314706,0.10006802806984227,1,533.6600255979308,0.1763445588846243,1.0,0.011178948037283455,0.06038219303117582,0.4,606
60,John Daniel,M,18,18-25,B,merchant,63,45.043010746416215,4.703783284823096,0.995,0.14107412571073807,0,565.7632997031345,0.29099541853036814,0.48404606522168736,0.16140167386416399,0.07583527806716583,2.9,616
61,Victoria Garcia,M,27,26-35,A,merchant,67,44.663136341394456,4.405771701416033,0.9759269210480724,0.07856272121631408,0,575.9462164959682,0.2906814381258257,0.8639432916060461,-0.0150837034534919,0.03227456891135537,2.2,617
62,Gerald Hensley,M,36,36-45,C,merchant,48,33.11219368907427,4.891926014051159,0.8897814298067259,0.07455810437835092,0,424.814514855163,0.14093310656699726,0.29863064973352355,0.017985686359719415,-0.019588916231964924,2.7,572
63,Connor West,M,44,36-45,C,driver,42,28.4650842852698,4.820080377040585,0.7918011030835567,0.10607395952275187,0,240.10682440506315,0.02,0.793189490422304,0.1029159113915139,-0.03210922861552629,2.1,533
64,Donald Wright,F,34,26-35,A,merchant,59,39.47612072294033,4.77249892312737,0.8579451787236128,0.10602650260116853,0,519.7598671576993,0.08664075299389119,0.8571453136092746,0.07266248298035406,0.06458622328629318,7.3,599
65,Jessica Callahan,M,26,26-35,B,merchant,56,48.52929246777769,4.645192275720865,0.9494261023354119,0.07083554118379083,0,556.643183773321,0.2750880720456267,0.6434442240804266,-0.01736865634932798,0.15712022917125668,2.1,622
66,Amber Kidd,M,26,26-35,B,driver,65,46.16654731791991,4.8967728005010835,0.917912604033175,0.05298469024317722,0,436.38465151860817,0.1985302970182481,0.34619570808844863,-0.10363501953617678,-0.04525880627546179,4.2,566
67,Tracy House,M,24,18-25,B,merchant,70,33.19163002165922,4.715414536125779,0.9050075070542128,0.11652185954888994,0,573.5567855793836,0.15154830301741432,0.71798473207395,0.048135649653043296,-0.051438663211417435,4.0,611
68,Carol Tucker,M,22,18-25,B,merchant,69,43.36925085022008,4.748436683343102,0.8006223249174327,0.05738156626833639,0,534.5791348685066,0.14597075133203657,0.751197915386918,-0.022711822459348163,-0.06086621546551457,0.2,583
69,James Brown,M,39,36-45,B,merchant,67,50.87126405475567,4.744401711624763,0.923543636787786,0.10231186311446774,0,490.42421586126227,0.1199319221506657,0.7111649020427807,0.052964575695262556,0.09652223919030035,5.9,628
70,William Baker,M,55,46-60,B,merchant,51,30.273342907331852,4.813877757724825,0.860511072487385,0.08238601819608517,0,587.609146349532,0.08369813200801293,0.6330000836328935,0.00790262447416721,0.02662855928066876,4.3,620
71,Jordan Henderson,M,19,18-25,A,driver,71,42.63155368043194,4.582105198345481,0.8903808709617039,0.119308954729755,0,547.313257811541,0.3457650731170989,0.6544496086082494,-0.021756783174808406,0.07443174693140807,3.3,591
72,Whitney Peters,M,27,26-35,A,driver,72,55.39640980170873,4.839182779286102,0.9697052048448569,0.03852862232033694,0,555.4375020638263,0.31747865944782216,0.7727500421683842,0.023184382566159484,-0.010637444648726825,5.1,646
73,Brittney Phillips,F,39,36-45,C,driver,52,29.25067844706102,4.638666746478796,0.8637429022957995,0.04847058793902187,0,406.4534073302991,0.11425069792203073,0.5477372807837977,0.042657555924578615,0.07945886806787844,2.9,552
74,Lauren Daniels,M,44,36-45,A,merchant,59,53.55526291049509,4.6467294439651265,0.8727155347313403,0.0961345920549001,0,556.6446171798667,0.039690265925051815,0.8933020432878818,0.11950095918921888,0.006989172657390578,4.8,609
75,Amy Silva,M,33,26-35,B,merchant,68,58.19187452322385,4.885986007133662,0.934079016370506,0.0320898208026809,0,574.791393340756,0.19352146759639094,0.7089816167817949,0.09231889359114825,-0.09359404432944508,0.2,580
76,Sarah Moore,M,27,26-35,A,merchant,85,39.777944748291134,4.6107457308356645,0.9786181045806656,0.06099885387468769,0,481.8328084839867,0.16820254992365183,0.5385467698804025,0.25944231272463436,0.10383185899328312,4.6,612
77,Angela Lopez,M,41,36-45,C,merchant,58,38.569913809837196,4.88171636015157,0.8986647052296602,0.11745227698879629,0,511.3838478030598,0.2302513848826688,0.6847379253317718,0.06414359588241586,0.0271019787031448,3.4,566
78,Megan Young,M,44,36-45,B,merchant,65,52.330944190195595,4.767205008706336,0.995,0.013955035831991968,0,508.7883357548255,0.2483685516801254,0.7779868049358308,-0.017293100918622503,0.005176083644701356,3.4,607
79,Steve Sanchez,M,25,18-25,B,driver,63,40.13869624970481,4.503958487669489,0.857866541103742,0.08056417835825715,0,545.6929392831134,0.08639794948009727,0.9465183024356654,0.03337048608414348,0.052503262504426676,1.3,604
80,Lisa Barnes,F,57,46-60,A,merchant,54,18.468732993049077,4.952271377746976,0.8436972199695796,0.10935236167972814,0,742.1072854103929,0.2824174388880102,0.9099394690288276,0.10683232653602605,-0.08553331442114166,2.6,620
81,Kelly Donovan,M,19,18-25,B,driver,69,41.01205405310421,4.800138059089524,0.8484357000857371,0.06472277004839551,0,468.3088659018968,0.15174703452940316,0.5941832755470339,0.15034256521562928,0.06445784816296987,2.5,577
82,Mike Allen,M,38,36-45,C,driver,42,46.70403968194563,4.80191887988348,0.8265908117794785,0.05118721508902558,0,298.3030014432819,0.22863278880959886,0.8596157045838275,0.18414700604011197,-0.017664849682396726,0.7,497
83,Michael Evans,F,19,18-25,B,driver,65,49.40083853582468,4.903086346587713,0.9398274482580059,0.05962175975717972,0,519.4729174218013,0.15908275711900632,0.5259554953900722,-0.05170042940312894,0.017511587538077893,3.7,602
84,Paul Jones,M,19,18-25,B,driver,60,33.19370835248077,4.9748831116841945,0.8711105340305414,0.04484440640577829,0,521.9341810930206,0.25379921368357355,0.7239433716349963,0.17806739674692368,0.1211434987094248,6.1,600
85,Zachary Ferrell,M,19,18-25,B,driver,56,39.301988805273915,4.778554034432419,0.8470903818075392,0.07407474675049326,0,557.286792998342,0.02,0.8255695338863913,0.04539793157260398,0.08137557170523363,0.2,646
86,Daniel Baker,M,29,26-35,A,driver,74,51.769072641522996,4.84819309837441,0.9473898347567803,0.05469883318943234,0,537.0379767615109,0.23906667546654245,0.9842173644613657,-0.04269509125878089,0.015889471183153113,4.0,640
87,Shirley Suarez,F,31,26-35,B,driver,56,41.400013785866626,4.804077889592614,0.9587974623595359,0.05660218432609558,0,412.6409159605315,0.11344643990483506,0.9844461423557951,0.02962220581249476,0.021913307249167166,2.2,614
88,Christopher Bass,M,21,18-25,A,merchant,62,26.712620060390865,4.699369843994748,0.97374291984577,0.08298442184885073,0,426.09747748460586,0.18587714394918234,0.9584613317218882,0.1710755173958124,-0.1748455594908345,1.9,562
89,Lisa Archer,M,30,26-35,A,driver,63,54.37638009620376,4.513684554565728,0.9655642232334888,0.1158734686636416,0,442.36305004537746,0.2795762367023788,0.7608739548551438,0.09572755551735736,-0.03575134958369393,3.1,581
90,Aimee Montoya,M,28,26-35,B,driver,67,39.85888977622755,4.785038308865631,0.8782948266978705,0.0763346263653351,0,472.04321118965174,0.11574800193201996,0.8011540649037117,-0.07120434811115398,0.043370173738861734,3.2,570
91,Matthew Mcmillan,M,37,36-45,C,driver,56,52.912187771813805,4.955240674596683,0.9314045482224853,0.11230996711331287,0,423.29028044687504,0.10319898891483488,0.6914165612467704,-0.07045434085617903,-0.03113320126545078,3.4,603
92,Brian Rodriguez,M,45,36-45,C,driver,49,28.045433041334505,4.833099944503648,0.9382435788696212,0.1228647469334136,0,593.3364041437314,0.15024171928216937,0.5606791162677769,-0.0732295360068209,-0.07611460766059887,0.7,609
93,Denise Jacobs,M,41,36-45,C,driver,58,40.790132524109154,4.589086521353534,0.8950558377455454,0.053400790930454384,0,293.73041816395505,0.14519436648553216,0.6438124674308956,-0.02315381591305761,0.06841197757744791,5.2,522
94,Christina Walters,M,19,18-25,B,driver,53,47.097360236772346,4.911828225846736,0.9240376051952358,0.08174575511973582,0,505.109112810558,0.09598699038871258,0.9716948652596811,0.05774496503875742,0.13451555560044265,3.2,620
95,John Whitehead,M,34,26-35,A,merchant,80,41.128551384990125,4.711579522221549,0.8694190885019158,0.047251570675541324,0,534.295452469252,0.1885017453543705,0.8704626226381675,-0.0626181157948831,-0.02771178908669921,4.2,575
96,Anna Henderson,M,58,46-60,B,driver,60,30.169937976790074,4.436196119125749,0.88861999119529,0.0255350847647171,0,510.94367150845324,0.192653641180798,1.0,0.007167372092264618,0.10000082239121057,5.4,601
97,Aaron Wise,M,25,18-25,C,merchant,55,18.131966931564854,4.9006855722773786,0.9355893652794042,0.08317282606156565,0,383.97495077999116,0.21703907779076437,0.50845019918379,0.1902035937001602,0.08798445872458249,0.2,557
98,Deborah Figueroa,M,27,26-35,B,driver,70,57.2326512950336,4.612192906386032,0.995,0.033435511458546084,0,602.007689898888,0.11443435137249368,0.6665819431277915,0.211780819374063,-0.04814544526563959,4.3,654
99,Jessica Smith,M,55,46-60,B,merchant,58,44.48038201901325,5.0,0.976371980666092,0.08552909826796633,0,575.0811835159747,0.10447981028715543,0.7781361894275892,0.2050473293588766,-0.028214980167762027,2.7,652
100,Stephen Mckee,F,60,46-60,B,merchant,68,53.66801052791138,4.925366010089612,0.957842923886716,0.019323657505763415,0,499.9864119238706,0.17051226082721255,0.8239301003255167,-0.1294903768795505,0.17424821373738467,5.0,617
101,Sandra Aguilar,F,34,26-35,B,driver,58,51.286690993604495,4.715030108950526,0.9227850019387389,0.07612978998432815,0,609.924515510892,0.16039635990216658,0.7036502279988665,0.2173722200093276,-0.05936181662432813,1.4,620
102,Cameron Parker,M,38,36-45,C,driver,32,47.96846826119579,4.80770397686317,0.899438474351234,0.036878009871812126,1,445.0092369827471,0.16193288202250097,0.7720701194828332,0.0591697324027215,-0.01872161724535066,4.9,519
103,Rebecca Valencia,M,34,26-35,B,driver,43,38.78662644852932,5.0,0.8374200023056174,0.0987159429911578,0,572.9675119007849,0.1234216301805926,0.8310141291114015,0.05779696922156223,0.18725991369999404,0.9,641
104,Christine Wright,F,40,36-45,B,driver,51,46.89766925639128,4.896401055675548,0.8728246733055248,0.06269859779231571,0,468.53333689602283,0.2064031947553068,0.5256907932425718,0.152890318148319,-0.015509543649710973,3.8,583
105,Richard Henson,F,21,18-25,A,driver,75,56.32536946370725,4.791730003717689,0.8888572572703155,0.047806206773934525,0,665.9028935957036,0.10460162370625349,0.8854818204985815,0.1203459132903896,0.13823927255521834,3.6,648
106,Marc Moore,F,22,18-25,B,driver,63,42.830109282737574,5.0,0.9505379657770325,0.10229514553728795,0,433.2976376061914,0.17022601203056165,0.8702570129258906,-0.1368678040321611,-0.05176132550300051,2.7,627
107,Sharon Cherry,M,33,26-35,A,merchant,57,61.0170104439919,4.766437151643474,0.9654473885742914,0.06185289495359196,0,471.47898207243963,0.15549052572507474,0.8214617088633338,-0.011246619959348059,0.04106140128543871,0.9,575
108,Sierra Johnson,M,18,18-25,C,merchant,47,27.00578113533144,4.832072222831825,0.9490286709763232,0.07982557806219392,0,598.6851794139889,0.17732334537078623,0.40240541710944405,0.013393147782512112,0.11687363298918882,2.3,610
109,Evelyn Galvan,M,41,36-45,B,driver,53,25.93091388737553,4.606768021641112,0.97493332190349,0.06754151379093241,0,384.3008894873968,0.27482158549881125,0.6812429192926527,-0.08302664569737388,-0.007397267701506456,4.8,586
110,Sharon Cochran,F,34,26-35,B,driver,48,51.88075214519394,4.493992170160766,0.9164128775763241,0.0912217725802943,0,428.53102122131656,0.07483999968624581,0.7813116328034241,0.14971568707997207,0.03797890500550241,6.0,615
111,Richard Rodriguez,M,41,36-45,A,driver,73,33.812570634791214,4.712029656207747,0.8786534908703058,0.09478834766787789,0,419.26941954218466,0.02,0.6588013518092759,0.19389296078741974,0.08955490256092226,6.9,601
112,Shannon Walker,M,38,36-45,B,driver,61,62.433369204287786,4.756161212655278,0.9181033551825373,0.094569063706739,0,422.30163467661885,0.13246468399329106,0.8485630991546238,0.04894379676912214,-0.042159451744438456,4.1,608
113,Julia Torres,M,26,26-35,B,merchant,60,55.37341371232944,4.799389537661479,0.8837581454783761,0.055999942913287123,0,407.4899770481794,0.08789551648976858,0.8221426329205759,0.07985928023518618,0.20922839986131936,3.5,583
114,Crystal Johnson,M,41,36-45,A,driver,67,57.875715067580416,4.539834342983863,0.9570929995878048,0.10277140905817467,0,510.425289987563,0.06099860100228108,0.7988281347637036,0.048871751471918044,0.11301795366143777,3.9,623
115,Garrett Lin,M,33,26-35,C,driver,63,50.8443630555125,4.850301148317692,0.9038456298451304,0.0410094591063935,0,474.0901212484571,0.31970805347174663,0.6624416188964786,0.059915337871927266,0.0014174189708866386,6.9,591
116,Diana May,F,31,26-35,A,driver,68,32.78416376329706,4.628642171393448,0.9198734191382774,0.04372554259865982,0,615.5880074927743,0.22477681882663594,0.8070040924080697,0.16176819712417645,0.011214173876768978,4.0,628
117,William Herrera,F,25,18-25,B,driver,70,25.40658399864808,4.845310153909161,0.9606811114835542,0.06116597792563704,0,428.4211903524068,0.23337256485977476,0.7194316696205257,-0.12654985527137852,0.18293765948649884,3.2,597
118,Ashley Waller,F,42,36-45,A,driver,70,56.95294669189022,4.894238972426547,0.8889452855204217,0.09640401356626369,0,506.87834347986154,0.1571625740378113,0.6000317526971495,0.09861032836265715,0.001614834680920968,2.4,585
119,Victor Baker,M,41,36-45,B,driver,54,27.004317939879428,4.688273636492106,0.9645988292911125,0.037895457416691855,0,570.8983695022957,0.21366539222091982,0.6597850320290464,0.051185369603906246,-0.007772679397649793,2.7,614
120,Jeffrey Chandler,M,46,46-60,B,driver,53,57.8488568772752,4.6026271601598605,0.8484201824020193,0.10024452432415963,0,621.5499108460018,0.14618876827594357,0.730146579454095,-0.021347172017657526,0.12169323195409013,3.8,596
121,Larry Dixon,M,41,36-45,C,driver,50,48.69614760229355,4.977547397607545,0.9293275483969413,0.07335758715546069,0,526.7529329793322,0.24514567555402117,0.8586043961234104,-0.0003352544984717709,-0.08204461559114945,1.5,576
122,Kenneth Scott,M,48,46-60,A,merchant,78,41.237473461798984,4.88813681414488,0.9262550501338697,0.047987994292415986,0,451.6618548497962,0.19512524245338572,0.8768861526511422,0.23323704847435733,0.02373342649009855,1.7,618
123,April Frost,M,23,18-25,C,driver,64,46.420476843353114,4.774396450077111,0.963767089821199,0.10093419099043782,0,551.8996071031513,0.17707796982256924,0.8661245159707687,-0.08275007945657865,0.03673273930983577,2.9,603
